SB.spot,ACCESSION,refseq_gene_id,chromosome_number,chromosome_scaffold,stand,strat,end,gene_name,refseq_transcript_id
SB03051A1H05.f1,DV961715,115495314,5,NC_045004.1,-,38707388,38711549,LOC115495314,XR_003960522.2
SB02021A2G07.f1,CK317422,100227820,5,NC_045004.1,+,40655167,41614131,NRXN3,XR_003960524.2
SB03002A2C09.f1,DV945405,115495315,1,NC_044998.1,+,60489734,60497157,LOC115495315,XR_003960525.2
SB02039B2H12.f1,CK314576,100227820,5,NC_045004.1,+,40655167,41614131,NRXN3,XR_003960527.2
SB02044A1G09.f1,CK307613,100226170,5,NC_045004.1,+,99218,14315,LUZP2,XR_003960556.2
SB03048A1E03.f1,DV960636,115495395,5,NC_045004.1,+,6899475,6973428,LOC115495395,XR_003960600.2
SB02031A1G04.f1,CK305711,100222948,5,NC_045004.1,+,8563729,8566405,TMEM216,XR_003960619.2
SB03025A2D11.f2,DV953222,115495450,5,NC_045004.1,+,9771400,9776805,LOC115495450,XR_003960636.2
SB02018A1A09.f1,CK303554,115495473,5,NC_045004.1,-,11521128,11515799,LOC115495473,XR_003960683.2
SB02045A2G08.f1,CK308055,100227767,5,NC_045004.1,+,14646098,14673926,NAP1L4,XR_003960702.2
SB02049A1B06.f1,CK309278,100227767,5,NC_045004.1,+,14646098,14673926,NAP1L4,XR_003960703.2
SB03030A2F12.f1,DV954758,105759325,5,NC_045004.1,+,24773381,24788133,LOC105759325,XR_003960737.2
SB02039A1H10.f1,CK314312,105759325,5,NC_045004.1,+,24773381,24788133,LOC105759325,XR_003960737.2
SB02009B1A04.f1,CK311526,105759325,5,NC_045004.1,+,24773381,24788133,LOC105759325,XR_003960737.2
SB03038A1F03.f1,DV957193,100229586,5,NC_045004.1,+,27724474,27786017,MAP3K9,XR_003960750.2
SB03031B1G07.f1,DV955186,100229586,5,NC_045004.1,+,27724474,27786017,MAP3K9,XR_003960750.2
SB03025B2F03.f2,DV953410,100222893,5,NC_045004.1,+,28674417,28639203,EXD2,XR_003960758.2
SB02048B2H04.f1,CK309251,115495531,5,NC_045004.1,+,31862882,31855250,LOC115495531,XR_003960782.2
SB02041A1F10.f1,CK314961,100232511,5,NC_045004.1,+,37277146,37146049,RALGAPA1,XR_003960825.2
SB02038B2E06.f1,CK313841,100225809,5,NC_045004.1,+,39047443,39055812,FCF1,XR_003960834.2
SB02024A2C02.f1,CK315265,100219995,5,NC_045004.1,+,39394392,39521302,TTLL5,XR_003960838.2
SB02027B1C02.f1,CK305085,100221915,5,NC_045004.1,+,39955755,39971091,VASH1,XR_003960848.2
SB03030A2A03.f1,DV954705,115495574,5,NC_045004.1,+,43358526,43326802,LOC115495574,XR_003960865.2
SB02035A2E10.f1,CK312612,115495603,5,NC_045004.1,+,50139639,50133064,LOC115495603,XR_003960905.2
SB02035A2E05.f1,CK312607,100227811,5,NC_045004.1,+,58777629,58678023,SAMD4A,XR_003960953.2
SB03045B2D11.f1,DV959872,115495729,6,NC_045005.1,-,2640141,2622733,LOC115495729,XR_003961024.2
SB03033A1G10.f1,DV955653,115495729,6,NC_045005.1,-,2640141,2622733,LOC115495729,XR_003961024.2
SB02038B1G10.f1,CK313766,100221455,1,NC_044998.1,+,69282828,69338809,PSPC1,XR_003961034.2
SB02032A1A11.f2,CK313886,115495750,6,NC_045005.1,-,8079101,8080706,LOC115495750,XR_003961061.2
SB03015A2D11.f1.A,DV949825,100228191,1,NC_044998.1,+,69701266,69747552,RDX,XR_003961084.2
SB03011B1B09.f1,DV948593,115495777,1,NC_044998.1,+,71971213,72004741,LOC115495777,XR_003961095.2
SB03029A2C09.f1,DV954405,100217958,6,NC_045005.1,+,20050355,20104628,LOC100217958,XR_003961122.2
SB02041B1F05.f1,CK306758,115495798,1,NC_044998.1,+,74678516,74691362,LOC115495798,XR_003961134.2
SB02042A2A07.f1,CK306958,115495827,1,NC_044998.1,+,75661123,75587856,LOC115495827,XR_003961169.2
SB02033B2A04.f1,CK306304,115495827,1,NC_044998.1,+,75661123,75587856,LOC115495827,XR_003961169.2
SB02023B2D05.f1,CK304550,100221434,6,NC_045005.1,+,31216394,31170068,CHST15,XR_003961171.2
SB02012A1E02.f1,CK301397,100223046,6,NC_045005.1,-,34719817,34652450,CFAP46,XR_003961179.2
SB02037B1G04.f1,CK313419,100222189,6,NC_045005.1,+,14978294,15025329,PPP3CB,XR_003961203.2
SB03013B2G09.f1,DV949397,100219250,7,NC_045006.1,+,2315462,2260614,UBE2F,XR_003961235.2
SB03050B2G05.f1,DV961621,100231269,7,NC_045006.1,+,6815895,6706863,PTPN4,XR_003961256.2
SB03036B1A11.f1,DV956623,100231269,7,NC_045006.1,+,6815895,6706863,PTPN4,XR_003961256.2
SB02031B1G07.f1,CK305915,115495934,7,NC_045006.1,-,8780831,8790966,LOC115495934,XR_003961270.2
SB03040A2B10.f1,DV957948,100219812,7,NC_045006.1,+,14828034,14849789,HAT1,XR_003961295.2
SB02037B1E06.f1,CK313400,105759421,7,NC_045006.1,+,15046230,15036566,LOC105759421,XR_003961297.2
SB02019B2A12.f1,CK316781,115495974,1,NC_044998.1,+,81369569,81377089,LOC115495974,XR_003961327.2
SB03047A2F10.f1,DV960400,115495985,7,NC_045006.1,+,18076852,18018243,LOC115495985,XR_003961334.2
SB02033A2H01.f1,CK306183,115496022,7,NC_045006.1,-,28270857,28275141,LOC115496022,XR_003961398.2
SB03024A1A05.f1,DV952742,115496031,7,NC_045006.1,+,31255392,31263677,LOC115496031,XR_003961413.2
SB03015A2G11.f1,DV949847,115496032,7,NC_045006.1,+,31914799,31903533,LOC115496032,XR_003961415.2
SB03020A2E07.f1,DV951481,100227139,7,NC_045006.1,+,32689412,32721896,SPOPL,XR_003961419.2
SB03036B1F05.f1,DV956672,100225217,7,NC_045006.1,+,36902867,36821651,CACNB4,XR_003961437.2
SB02013A1B04.f1,CK301693,115496051,7,NC_045006.1,-,38132442,38130013,LOC115496051,XR_003961453.2
SB02041A2H08.f1,CK315064,100219826,7,NC_045006.1,-,9918619,9925775,PRKAG3,XR_003961455.2
SB03008B1C06.f1,DV947559,100231365,7,NC_045006.1,+,11605192,11524305,DPP4,XR_003961459.2
SB02038B2A08.f1,CK313796,100232246,8,NC_045007.1,+,16493623,16549493,RPAP2,XR_003961509.2
SB02036A2D06.f1,CK312942,115496126,8,NC_045007.1,+,3233934,3235479,LOC115496126,XR_003961511.2
SB03015A1G03.f1,DV949775,100224153,8,NC_045007.1,-,4193975,4170154,PRKAA2,XR_003961521.2
SB02010B2A08.f1,CK312029,115496168,1,NC_044998.1,+,85612697,85579297,LOC115496168,XR_003961568.2
SB02032B1B08.f2,CK314085,115496182,8,NC_045007.1,+,8249372,8043944,LOC115496182,XR_003961578.2
SB02007A1H10.f1,CK310839,115496193,8,NC_045007.1,-,13839604,13840380,LOC115496193,XR_003961588.2
SB03021A1H05.f1,DV951774,115496212,8,NC_045007.1,+,17324205,17330854,LOC115496212,XR_003961621.2
SB03050A2G04.f1,DV961445,100222624,8,NC_045007.1,+,19658501,19672510,RNPC3,XR_003961657.2
SB03038A2B03.f1,DV957236,115496253,8,NC_045007.1,+,22556304,22559991,LOC115496253,XR_003961693.2
SB02008A2E07.f1,CK311252,115496254,8,NC_045007.1,+,23308390,23297159,LOC115496254,XR_003961700.2
SB02010A2F10.f1,CK311998,100225147,8,NC_045007.1,+,11853472,11816813,FUBP1,XR_003961726.2
SB02019B2D08.f1,CK316811,100225147,8,NC_045007.1,+,11853472,11816813,FUBP1,XR_003961731.2
SB02012A2E12.f1,CK301558,100225147,8,NC_045007.1,+,11853472,11816813,FUBP1,XR_003961734.2
SB02044A2D11.f1,CK307684,100230429,1,NC_044998.1,+,88500818,88466147,TMCO3,XR_003961735.2
SB02024A1G10.f1,CK315195,100230429,1,NC_044998.1,+,88500818,88466147,TMCO3,XR_003961735.2
SB03039A2G02.f1,DV957648,100224778,8,NC_045007.1,+,30542708,30605473,ASTN1,XR_003961740.2
SB02020B1B05.f1,CK316953,115496279,8,NC_045007.1,+,29052882,29062915,LOC115496279,XR_003961754.2
SB02037A1A04.f1,CK313208,115496291,8,NC_045007.1,-,1527544,1558282,LOC115496291,XR_003961768.2
SB03037B1A01.f1,DV956961,115496343,9,NC_045008.1,+,15787181,15777572,LOC115496343,XR_003961807.2
SB03031A1D05.f1,DV954971,115496343,9,NC_045008.1,+,15787181,15777572,LOC115496343,XR_003961807.2
SB02012B2D04.f1,CK301615,100220205,9,NC_045008.1,+,13414927,13429483,PPP1R2,XR_003961808.2
SB010013001D09,CK235585,115496350,1,NC_044998.1,+,89193792,89214394,LOC115496350,XR_003961825.1
SB03013A2C10.f1,DV949189,100222737,9,NC_045008.1,+,24064331,24042618,MFSD1,XR_003961832.2
SB03031B2G04.f1,DV955265,115496359,1,NC_044998.1,+,89251320,89232921,LOC115496359,XR_003961837.2
SB03019B2D06.f1,DV951306,115496359,1,NC_044998.1,+,89251320,89232921,LOC115496359,XR_003961837.2
SB03013B1E10.f1,DV949291,115496359,1,NC_044998.1,+,89251320,89232921,LOC115496359,XR_003961837.2
SB03022B2C09.f1,DV952336,115496360,9,NC_045008.1,+,210467,203705,LOC115496360,XR_003961838.2
SB02013B1C10.f1,CK301797,115496360,9,NC_045008.1,+,210467,203705,LOC115496360,XR_003961838.2
SB03051B1F06.f1,DV961874,100224679,1,NC_044998.1,+,90220007,90339483,COL4A1,XR_003961865.2
SB03004B2H06.f1,DV946320,115496380,9,NC_045008.1,+,5531457,5476948,LOC115496380,XR_003961867.2
SB03004B2A02.f1.A,DV946241,115496388,9,NC_045008.1,+,25272144,25262606,LOC115496388,XR_003961877.2
SB03035B2B01.f1,DV956450,115496446,1,NC_044998.1,-,94726336,94738405,LOC115496446,XR_003961945.2
SB03048A2H10.f1,DV960764,115496452,9,NC_045008.1,+,3969726,3967261,LOC115496452,XR_003961951.2
SB02015B2C08.f1,CK302479,100227046,1,NC_044998.1,+,95441052,95462218,MSL3,XR_003961956.2
SB03009A1E06.f1,DV947752,101233843,9,NC_045008.1,+,11225984,11200278,PCOLCE2,XR_003961967.2
SB02030A1D10.f1,CK316231,115496555,10,NC_045009.1,+,5063672,5058649,LOC115496555,XR_003962055.2
SB02009A2F08.f1,CK311675,115496555,10,NC_045009.1,-,5063672,5058649,LOC115496555,XR_003962055.2
SB02031A2C06.f1,CK305758,100220311,10,NC_045009.1,+,20373129,20432760,IQGAP1,XR_003962067.2
SB02044A1A06.f1,CK307561,115496566,10,NC_045009.1,-,19843961,19847346,LOC115496566,XR_003962080.2
SB02049A2E02.f1,CK309399,100231203,10,NC_045009.1,+,8664868,8654192,LEO1,XR_003962106.2
SB03034A2A04.f1.M,DV955990,105760690,10,NC_045009.1,+,11539504,11532994,LOC105760690,XR_003962110.2
SB02018A2E12.f1,CK303779,105760690,10,NC_045009.1,+,11539504,11532994,LOC105760690,XR_003962110.2
SB02004A2C10.f1,CK309909,105760690,10,NC_045009.1,+,11539504,11532994,LOC105760690,XR_003962110.2
SB02041B2A07.f1,CK306788,115496631,10,NC_045009.1,+,12644702,12621379,LOC115496631,XR_003962129.2
SB02017A1H02.f1,CK302951,115496631,10,NC_045009.1,+,12644702,12621379,LOC115496631,XR_003962129.2
SB03020A2D04.f1,DV951468,115496659,10,NC_045009.1,+,15919534,15894448,LOC115496659,XR_003962187.2
SB03040B1E06.f1,DV958054,115496665,10,NC_045009.1,-,19234149,19227279,LOC115496665,XR_003962194.2
SB02035A2B08.f1,CK312576,115490584,10,NC_045009.1,+,19414551,19420165,LOC115490584,XR_003962207.2
SB03005A1C06.f1,DV946350,115496698,10,NC_045009.1,+,19206724,19207760,LOC115496698,XR_003962218.2
SB03018A1G10.f1.A,DV950736,115496755,11,NC_045010.1,-,8330463,8335678,LOC115496755,XR_003962275.2
SB02040A1E03.f1,CK314620,115496773,11,NC_045010.1,+,19582928,19580330,LOC115496773,XR_003962292.2
SB02012B2A11.f1,CK301601,115496773,11,NC_045010.1,+,19582928,19580330,LOC115496773,XR_003962292.2
SB03044B2B10.f1,DV959508,115496778,11,NC_045010.1,-,20599411,20608172,LOC115496778,XR_003962299.2
SB03045A2D07.f1,DV959702,105758737,11,NC_045010.1,+,10898852,10883999,LOC105758737,XR_003962329.2
SB02026A2H04.f1,CK315730,115496813,11,NC_045010.1,+,20822155,20822998,LOC115496813,XR_003962341.2
SB02036A2F11.f1,CK312970,100222233,1,NC_044998.1,+,103449418,103405523,TAB3,XR_003962351.2
SB02032B1B01.f2,CK314079,100222233,1,NC_044998.1,+,103449418,103405523,TAB3,XR_003962351.2
SB010017000C10,CK235197,100222233,1,NC_044998.1,+,103449418,103405523,TAB3,XR_003962351.2
SB03030B2G10.f1.A,DV954922,115496843,11,NC_045010.1,+,1353287,1354704,LOC115496843,XR_003962380.2
SB03017B1E08.f1,DV950544,115496874,11,NC_045010.1,-,12722301,12724793,LOC115496874,XR_003962412.2
SB03024B2C06.f1,DV953029,115496890,1,NC_044998.1,+,105978847,105978053,LOC115496890,XR_003962418.2
SB02035A1A05.f1,CK306723,115496914,12,NC_045011.1,+,154472,175588,LOC115496914,XR_003962433.2
SB03050A1A06.f1,DV961300,115496932,12,NC_045011.1,+,6360555,6339787,LOC115496932,XR_003962453.2
SB02047A2F02.f1,CK308726,115496933,12,NC_045011.1,+,18043018,18041842,LOC115496933,XR_003962455.2
SB03031B2E01.f1,DV955240,101233349,12,NC_045011.1,+,9159130,9162956,LOC101233349,XR_003962464.2
SB03009A1B12.f1,DV947724,100225318,12,NC_045011.1,+,20131474,20099750,SUSD3,XR_003962505.2
SB03004A1G02.f1,DV946042,115496982,12,NC_045011.1,+,11261978,11266383,LOC115496982,XR_003962523.2
SB03035A1B02.f1,DV956190,100224094,12,NC_045011.1,+,12343673,12746798,ERC2,XR_003962562.2
SB03028B2A04.f1,DV954205,100224094,12,NC_045011.1,+,12343673,12746798,ERC2,XR_003962568.2
SB03048B1H03.f1,DV960848,100224094,12,NC_045011.1,+,12343673,12746798,ERC2,XR_003962573.2
SB03004B2H10.f1,DV946324,115497032,12,NC_045011.1,-,8574151,8577085,LOC115497032,XR_003962613.2
SB02047B2H01.f1,CK308902,115497052,13,NC_045012.1,-,18420542,18417544,LOC115497052,XR_003962631.2
SB02037A1B07.f1,CK313221,100228289,1,NC_044998.1,+,110276173,110743684,DSCAM,XR_003962646.2
SB02026A2C01.f1,CK315647,115497078,13,NC_045012.1,+,7735638,7713817,LOC115497078,XR_003962653.2
SB02037A2A06.f1,CK313266,115497092,13,NC_045012.1,+,7046433,7052277,LOC115497092,XR_003962667.1
SB03022A1C12.f1,DV952081,100226188,13,NC_045012.1,+,15357695,15324986,SFXN1,XR_003962677.2
SB03026B2D02.f1,DV953672,115497108,13,NC_045012.1,-,16288003,16291912,LOC115497108,XR_003962684.2
SB03010A1H04.f1,DV948139,115497108,13,NC_045012.1,+,16288003,16291912,LOC115497108,XR_003962684.2
SB020002000E10,CK301258,100227128,13,NC_045012.1,+,17548464,17649684,ARHGAP26,XR_003962685.2
SB03040B2H01.f1,DV958173,100226815,13,NC_045012.1,-,10502431,10440477,LOC100226815,XR_003962696.2
SB02037B2C06.f1,CK313444,115497150,13,NC_045012.1,+,8118704,8127576,LOC115497150,XR_003962730.2
SB010003000C11,CK234216,100218697,14,NC_045013.1,+,15966777,16000712,TBC1D24,XR_003962752.2
SB02044A2G03.f1,CK307703,115497181,14,NC_045013.1,-,5408089,5410108,LOC115497181,XR_003962764.2
SB03029A1A12.f1,DV954300,115497201,14,NC_045013.1,+,6967722,6971110,LOC115497201,XR_003962768.2
SB02009B2D10.f1,CK311741,100222155,14,NC_045013.1,+,2538367,2502438,PDGFA,XR_003962771.2
SB03022B2C08.f1,DV952335,115497227,14,NC_045013.1,+,14107831,14102754,LOC115497227,XR_003962793.2
SB03037A2A05.f1,DV956878,115497240,14,NC_045013.1,+,7757535,7755519,LOC115497240,XR_003962809.2
SB03040A1B07.f1.A,DV957858,105760369,14,NC_045013.1,+,14737511,14744445,LOC105760369,XR_003962833.2
SB02038B1B07.f1,CK313715,115497294,14,NC_045013.1,+,25243,19321,LOC115497294,XR_003962856.2
SB02007B1B11.f1,CK310875,100222534,14,NC_045013.1,+,10036868,10028391,SNN,XR_003962867.2
SB03022A2F10.f1,DV952200,100219662,14,NC_045013.1,+,7920363,7950084,USP31,XR_003962872.2
SB02032A1E05.f2,CK313924,115497306,14,NC_045013.1,+,14209619,14216968,LOC115497306,XR_003962877.2
SB03016A2F08.f1,DV950136,115497309,14,NC_045013.1,+,7024698,7024822,LOC115497309,XR_003962880.2
SB02037A1H03.f1,CK313253,115497319,15,NC_045014.1,+,10908636,10903491,LOC115497319,XR_003962889.2
SB02017B1E05.f1,CK303041,100226669,15,NC_045014.1,+,3684117,3635648,BICDL1,XR_003962892.2
SB03005A1A03.f1,DV946328,100218013,15,NC_045014.1,+,3521902,3514564,SIRT4,XR_003962913.2
SB02044A1G10.f1,CK307614,115497366,15,NC_045014.1,-,2373379,2379498,LOC115497366,XR_003962921.2
SB03020B1G12.f1,DV951590,100230469,15,NC_045014.1,+,8547316,8543560,HSCB,XR_003962934.2
SB02010A2C05.f1,CK311923,100230469,15,NC_045014.1,+,8547316,8543560,HSCB,XR_003962934.2
SB02049B2C09.f1,CK309535,101233077,15,NC_045014.1,+,3209380,3232872,C15H12orf43,XR_003962949.2
SB03022B2H11.f1,DV952394,115497399,15,NC_045014.1,+,4166385,4169251,LOC115497399,XR_003962958.2
SB02008B2F09.f1,CK311408,115497399,15,NC_045014.1,+,4166385,4169251,LOC115497399,XR_003962958.2
SB03037B1G04.f1,DV957031,100218936,15,NC_045014.1,+,1894158,1914818,FBXO21,XR_003962978.2
SB010007000G06,CK234462,100218936,15,NC_045014.1,+,1894158,1914818,FBXO21,XR_003962978.2
SB02046B2F02.f1,CK308545,100222436,17,NC_045015.1,+,5573883,5509813,DNM1,XR_003963066.2
SB010003000F08.A,CK234242,100222436,17,NC_045015.1,+,5573883,5509813,DNM1,XR_003963073.2
SB02031B2E06.f1,CK305973,100221154,17,NC_045015.1,-,8887814,8892251,TMEM250,XR_003963090.2
SB02029A1B04.f1,CK305355,100221154,17,NC_045015.1,+,8887814,8892251,TMEM250,XR_003963090.2
SB02042B2B11.f1,CK307142,100228218,17,NC_045015.1,+,5932400,5959127,PTPA,XR_003963091.2
SB02018B1H10.f1,CK303747,100228218,17,NC_045015.1,+,5932400,5959127,PTPA,XR_003963091.2
SB03007A1F12.f1,DV947084,115497561,17,NC_045015.1,+,2654325,2651542,LOC115497561,XR_003963093.2
SB03003A2F11.f1,DV945783,115497561,17,NC_045015.1,+,2654325,2651542,LOC115497561,XR_003963093.2
SB02021B1D04.f1,CK317433,115497561,17,NC_045015.1,+,2654325,2651542,LOC115497561,XR_003963093.2
SB02045B2E08.f1,CK308166,115497579,17,NC_045015.1,-,1835266,1833317,LOC115497579,XR_003963107.2
SB02006A2A08.f1,CK310558,115497585,1,NC_044998.1,+,2997888,2992550,LOC115497585,XR_003963127.2
SB03031A2B03.f1,DV955036,115497598,17,NC_045015.1,-,8471626,8471760,LOC115497598,XR_003963162.1
SB03021B1B01.f1,DV951880,105758644,1,NC_044998.1,+,86176445,86173730,LOC105758644,XR_003963174.2
SB02008A2B06.f1,CK311335,105758644,1,NC_044998.1,+,86176445,86173730,LOC105758644,XR_003963174.2
SB02023A1E02.f1,CK304295,100222032,18,NC_045016.1,+,2322794,2314439,P4HB,XR_003963186.2
SB03005A1H09.f1,DV946407,100227002,18,NC_045016.1,+,4089706,4068417,ZNF207,XR_003963192.2
SB02046B1G02.f1,CK308467,100227002,18,NC_045016.1,+,4089706,4068417,ZNF207,XR_003963192.2
SB03018B1E09.f1,DV950894,105759546,1,NC_044998.1,+,113469452,113506681,SON,XR_003963207.2
SB03010A1G07.f1,DV948132,115497649,18,NC_045016.1,+,10546093,10552431,LOC115497649,XR_003963213.2
SB03004A1B07.f1,DV945993,115497651,18,NC_045016.1,+,7768711,7767273,LOC115497651,XR_003963216.2
SB02040A1C05.f1,CK314601,100231683,18,NC_045016.1,+,3637450,3628737,PSMD12,XR_003963218.2
SB02030A2A12.f1,CK316403,115497674,18,NC_045016.1,+,8922209,8926872,LOC115497674,XR_003963258.2
SB03001A1G10.f1,DV945040,100223347,19,NC_045017.1,+,7272025,7405944,LOC100223347,XR_003963281.2
SB03009B1A01.f1,DV947883,100223347,19,NC_045017.1,+,7272025,7405944,LOC100223347,XR_003963284.2
SB03012B1F02.f1.M,DV948953,115497737,19,NC_045017.1,+,6763714,6751160,LOC115497737,XR_003963311.2
SB03024B1A06.f1,DV952918,100219525,19,NC_045017.1,-,1004729,1001233,SRSF1,XR_003963318.2
SB02045A1G02.f1,CK307973,100219525,19,NC_045017.1,-,1004729,1001233,SRSF1,XR_003963318.2
SB02029B2B09.f1,CK305597,100226196,19,NC_045017.1,+,2664432,2605842,PPM1E,XR_003963333.2
SB02039A2A01.f1,CK314315,105758514,19,NC_045017.1,+,2346513,2323442,LOC105758514,XR_003963380.2
SB02029A2B11.f1,CK305458,115497893,20,NC_045018.1,-,12388249,12384475,LOC115497893,XR_003963456.2
SB03046B2H05.f1,DV960252,115497936,20,NC_045018.1,+,4406642,4403405,LOC115497936,XR_003963504.2
SB02017A2B08.f1,CK303000,100190456,1A,NC_044999.1,+,61765463,61791169,SULT4A1,XR_003963505.2
SB010018000C12,CK235161,100190456,1A,NC_044999.1,+,61765463,61791169,SULT4A1,XR_003963505.2
SB02037B2B03.f1,CK313506,115497952,20,NC_045018.1,+,426218,424015,LOC115497952,XR_003963514.2
SB02006A1F09.f1,CK310484,115497957,20,NC_045018.1,+,7488434,7486868,LOC115497957,XR_003963516.2
SB03012B2C04.f1,DV949007,115497970,20,NC_045018.1,+,14586758,14586673,LOC115497970,XR_003963524.2
SB02041B1H10.f1,CK306782,115497994,21,NC_045019.1,+,7614146,7616538,LOC115497994,XR_003963542.2
SB02017A2H06.f1,CK303115,100224800,1,NC_044998.1,+,3902268,3920655,USP16,XR_003963613.2
SB02008A2F09.f1,CK311264,115490588,23,NC_045021.1,+,1394694,1396451,LOC115490588,XR_003963651.1
SB02025B1B03.f1,CK304850,115498234,23,NC_045021.1,+,630117,633602,SNIP1,XR_003963652.2
SB03030B1C09.f1,DV954807,100225666,23,NC_045021.1,+,6704797,6707548,LOC100225666,XR_003963663.1
SB03037B2D10.f1,DV957091,100221797,23,NC_045021.1,+,1448559,1463509,SFPQ,XR_003963679.2
SB03001B1H04.f1,DV945193,100221797,23,NC_045021.1,+,1448559,1463509,SFPQ,XR_003963679.2
SB010005001C11,CK235287,100221797,23,NC_045021.1,+,1448559,1463509,SFPQ,XR_003963679.2
SB010017000D05,CK235201,115498272,23,NC_045021.1,+,30013,19769,LOC115498272,XR_003963690.2
SB03035A1C11.f1,DV956211,100232386,23,NC_045021.1,+,1222776,1199915,LOC100232386,XR_003963691.2
SB03012A1A03.f1,DV948749,100232386,23,NC_045021.1,+,1222776,1199915,LOC100232386,XR_003963692.2
SB02039A2E08.f1,CK314374,100231395,23,NC_045021.1,+,2750491,2745436,HPCAL4,XR_003963700.2
SB03023B1C12.f1,DV952600,115498294,23,NC_045021.1,+,3560066,3572769,LOC115498294,XR_003963711.1
SB02023B1C03.f1,CK304460,115498355,24,NC_045022.1,+,4467973,4470855,LOC115498355,XR_003963751.2
SB03010B1E03.f1,DV948279,115498359,24,NC_045022.1,+,248951,265145,LOC115498359,XR_003963756.2
SB03046B2F02.f1,DV960226,115498364,1A,NC_044999.1,+,7559721,7572950,LOC115498364,XR_003963765.2
SB02031B1B07.f1,CK305857,115498407,1A,NC_044999.1,-,9344019,9303261,LOC115498407,XR_003963774.2
SB03049B1B12.f1,DV961144,100228292,1A,NC_044999.1,+,11746556,11756166,TMEM60,XR_003963801.2
SB010019000B10,CK235470,115498479,25,NC_045023.1,+,987503,1008167,LOC115498479,XR_003963810.2
SB02016A2H06.f1,CK302765,115498480,25,NC_045023.1,-,1126803,1123477,LOC115498480,XR_003963811.2
SB02030B2H05.f1,CK316482,115498505,1A,NC_044999.1,-,12252098,12265194,LOC115498505,XR_003963821.2
SB03003A1E05.f1,DV945678,100220196,26,NC_045024.1,+,6198721,6180842,PFKFB2,XR_003963830.2
SB02029B2D12.f1,CK305650,115498555,1A,NC_044999.1,-,13719770,13717567,LOC115498555,XR_003963842.2
SB03008A1B03.f1,DV947387,100229759,26,NC_045024.1,+,4907535,4859328,KIF21B,XR_003963843.2
SB02027B1B08.f1,CK305079,115498571,1,NC_044998.1,+,4070001,4071769,LOC115498571,XR_003963861.2
SB03049A1G07.f1,DV961021,100228292,1A,NC_044999.1,+,11746556,11756166,TMEM60,XR_004365693.1
SB02006A2E08.f1,CK310602,100228292,1A,NC_044999.1,-,11746556,11756166,TMEM60,XR_004365693.1
SB02047A2A04.f1,CK308659,115490628,27,NC_045025.1,-,3330129,3332707,LOC115490628,XR_004365695.1
SB03001A1C03.f1,DV944995,115490628,27,NC_045025.1,+,3330129,3332707,LOC115490628,XR_004365696.1
SB02046B2G02.f1,CK308557,115490628,27,NC_045025.1,+,3330129,3332707,LOC115490628,XR_004365696.1
SB03043A2C05.f1,DV958986,105760826,27,NC_045025.1,+,3917621,3912518,LOC105760826,XR_004365716.1
SB03021A1A12.f1,DV951697,105760826,27,NC_045025.1,-,3917621,3912518,LOC105760826,XR_004365716.1
SB02004B1C06.f1,CK309961,105760826,27,NC_045025.1,-,3917621,3912518,LOC105760826,XR_004365716.1
SB010001001F12,CK234892,115490902,28,NC_045026.1,+,1100993,1109554,DOHH,XR_004365728.1
